tave,tmin,tmax,heat_index,pr,wind_speed,rh,solar_rad,uv_rad,dentist_nearest,doctors_nearest,hospital_nearest,optician_nearest,pharmacy_nearest,pop_count_total,pop_density_mean,dentist_count,doctors_count,hospital_count,optician_count,pharmacy_count,case_total
27.36,25.72,29.73,30.62,27.90,2.01,82.14,147.15,18.38,1461.16,10000.00,883.62,1327.64,153.05,13551.19,35729.54,4.00,0.00,8.00,4.00,72.00,0.00
27.00,25.18,29.36,29.83,25.97,2.25,83.04,147.19,18.61,10000.00,10000.00,10000.00,9998.30,949.48,20156.26,44536.11,0.00,0.00,0.00,0.00,4.00,0.00
27.10,25.42,29.57,30.10,26.71,1.95,82.82,148.27,18.44,1800.19,2208.15,675.96,1743.96,300.98,51784.80,11364.11,12.00,4.00,24.00,4.00,72.00,0.00
28.76,26.13,31.67,33.40,0.92,1.32,77.85,226.49,27.86,1461.16,10000.00,883.62,1327.64,153.05,13551.19,35729.54,7.00,0.00,14.00,7.00,126.00,52.00
28.50,25.90,31.38,32.81,1.10,0.99,78.46,227.35,27.71,10000.00,10000.00,10000.00,9998.30,949.48,20156.26,44536.11,0.00,0.00,0.00,0.00,7.00,39.00
28.49,25.80,31.50,32.78,1.52,1.33,78.31,228.16,27.99,1800.19,2208.15,675.96,1743.96,300.98,51784.80,11364.11,21.00,7.00,42.00,7.00,126.00,78.00
28.14,26.50,30.16,32.58,10.81,2.91,81.51,140.35,17.98,1461.16,10000.00,883.62,1327.64,153.05,13551.19,35729.54,7.00,0.00,14.00,7.00,126.00,47.00
27.65,26.11,29.59,31.54,13.62,2.25,83.36,133.60,17.15,10000.00,10000.00,10000.00,9998.30,949.48,20156.26,44536.11,0.00,0.00,0.00,0.00,7.00,20.00
27.87,26.21,29.97,31.97,9.87,2.88,81.86,142.62,18.19,1800.19,2208.15,675.96,1743.96,300.98,51784.80,11364.11,21.00,7.00,42.00,7.00,126.00,62.00
28.17,26.16,30.73,32.15,1.62,4.32,79.05,201.52,24.68,1461.16,10000.00,883.62,1327.64,153.05,13551.19,35729.54,7.00,0.00,14.00,7.00,126.00,41.00
27.64,25.69,30.13,30.99,1.90,3.17,80.54,199.06,24.30,10000.00,10000.00,10000.00,9998.30,949.48,20156.26,44536.11,0.00,0.00,0.00,0.00,7.00,15.00
27.89,25.82,30.55,31.55,1.34,4.18,79.54,203.45,24.83,1800.19,2208.15,675.96,1743.96,300.98,51784.80,11364.11,21.00,7.00,42.00,7.00,126.00,107.00
28.59,26.23,31.73,32.49,0.00,3.00,75.08,215.04,25.97,1461.16,10000.00,883.62,1327.64,153.05,13551.19,35729.54,6.00,0.00,12.00,6.00,108.00,22.00
28.63,26.38,31.49,32.48,0.00,2.34,74.47,215.10,25.68,10000.00,10000.00,10000.00,9998.30,949.48,20156.26,44536.11,0.00,0.00,0.00,0.00,6.00,8.00
28.26,25.89,31.39,31.84,0.00,3.03,75.69,216.11,26.04,1800.19,2208.15,675.96,1743.96,300.98,51784.80,11364.11,18.00,6.00,36.00,6.00,108.00,83.00
28.11,26.73,30.11,32.02,0.00,3.64,78.62,161.53,19.66,1461.16,10000.00,883.62,1327.64,153.05,13551.19,35729.54,1.00,0.00,2.00,1.00,18.00,0.00
28.01,26.76,29.56,31.46,0.00,3.20,76.66,179.21,21.85,10000.00,10000.00,10000.00,9998.30,949.48,20156.26,44536.11,0.00,0.00,0.00,0.00,1.00,0.00
27.74,26.40,29.70,31.26,14.88,3.66,79.58,162.03,19.67,1800.19,2208.15,675.96,1743.96,300.98,51784.80,11364.11,3.00,1.00,6.00,1.00,18.00,0.00
29.08,26.44,32.57,33.68,0.00,3.48,76.11,213.93,25.62,1461.16,10000.00,883.62,1327.64,153.05,13551.19,35729.54,7.00,0.00,14.00,7.00,126.00,19.00
28.76,26.34,31.74,32.72,0.00,2.63,75.18,209.38,25.05,10000.00,10000.00,10000.00,9998.30,949.48,20156.26,44536.11,0.00,0.00,0.00,0.00,7.00,16.00
28.69,26.09,32.13,32.87,0.00,3.50,76.81,215.09,25.71,1800.19,2208.15,675.96,1743.96,300.98,51784.80,11364.11,21.00,7.00,42.00,7.00,126.00,78.00
28.94,26.40,32.30,33.10,2.48,3.49,74.84,209.82,24.80,1461.16,10000.00,883.62,1327.64,153.05,13551.19,35729.54,7.00,0.00,14.00,7.00,126.00,20.00
28.55,26.15,31.43,31.90,2.01,2.54,73.34,208.20,24.75,10000.00,10000.00,10000.00,9998.30,949.48,20156.26,44536.11,0.00,0.00,0.00,0.00,7.00,10.00
28.52,26.00,31.85,32.26,5.56,3.48,75.64,210.82,24.83,1800.19,2208.15,675.96,1743.96,300.98,51784.80,11364.11,21.00,7.00,42.00,7.00,126.00,66.00
28.97,26.33,32.42,32.85,0.00,3.75,73.05,206.78,24.83,1461.16,10000.00,883.62,1327.64,153.05,13551.19,35729.54,7.00,0.00,14.00,7.00,126.00,12.00
28.49,26.04,31.50,31.59,0.00,2.96,72.14,202.05,24.22,10000.00,10000.00,10000.00,9998.30,949.48,20156.26,44536.11,0.00,0.00,0.00,0.00,7.00,8.00
28.55,25.95,31.95,32.05,0.00,3.75,73.75,208.16,24.92,1800.19,2208.15,675.96,1743.96,300.98,51784.80,11364.11,21.00,7.00,42.00,7.00,126.00,54.00
28.62,26.24,31.99,32.11,1.25,3.30,73.32,179.43,21.69,1461.16,10000.00,883.62,1327.64,153.05,13551.19,35729.54,7.00,0.00,14.00,7.00,126.00,16.00
28.27,26.08,31.18,31.07,1.05,2.69,71.63,185.60,22.48,10000.00,10000.00,10000.00,9998.30,949.48,20156.26,44536.11,0.00,0.00,0.00,0.00,7.00,12.00
28.19,25.81,31.54,31.34,5.02,3.31,74.13,180.18,21.69,1800.19,2208.15,675.96,1743.96,300.98,51784.80,11364.11,21.00,7.00,42.00,7.00,126.00,37.00
28.60,26.47,31.65,32.53,0.00,3.19,75.80,156.84,18.25,1461.16,10000.00,883.62,1327.64,153.05,13551.19,35729.54,1.00,0.00,2.00,1.00,18.00,7.00
28.34,26.01,30.95,31.51,0.00,2.80,73.65,166.35,19.32,10000.00,10000.00,10000.00,9998.30,949.48,20156.26,44536.11,0.00,0.00,0.00,0.00,1.00,13.00
28.19,26.11,31.23,31.72,0.00,3.25,76.49,157.94,18.27,1800.19,2208.15,675.96,1743.96,300.98,51784.80,11364.11,3.00,1.00,6.00,1.00,18.00,21.00
28.33,25.87,31.85,31.79,0.17,3.33,75.52,193.12,22.18,1461.16,10000.00,883.62,1327.64,153.05,13551.19,35729.54,6.00,0.00,12.00,6.00,108.00,0.00
27.98,25.72,31.16,30.75,0.64,2.48,74.14,189.99,21.76,10000.00,10000.00,10000.00,9998.30,949.48,20156.26,44536.11,0.00,0.00,0.00,0.00,6.00,0.00
27.94,25.49,31.45,31.07,0.00,3.36,76.09,194.19,22.30,1800.19,2208.15,675.96,1743.96,300.98,51784.80,11364.11,18.00,6.00,36.00,6.00,108.00,0.00
28.71,26.19,32.10,32.70,0.00,2.78,76.03,186.80,22.35,1461.16,10000.00,883.62,1327.64,153.05,13551.19,35729.54,7.00,0.00,14.00,7.00,126.00,6.00
28.52,26.15,31.57,31.99,0.00,2.02,74.44,185.24,21.88,10000.00,10000.00,10000.00,9998.30,949.48,20156.26,44536.11,0.00,0.00,0.00,0.00,7.00,9.00
28.33,25.80,31.75,31.94,0.00,2.79,76.70,188.10,22.48,1800.19,2208.15,675.96,1743.96,300.98,51784.80,11364.11,21.00,7.00,42.00,7.00,126.00,18.00
26.10,24.99,27.68,27.91,20.16,4.80,81.53,82.46,10.91,1461.16,10000.00,883.62,1327.64,153.05,13551.19,35729.54,7.00,0.00,14.00,7.00,126.00,6.00
25.74,24.41,27.41,27.23,17.06,4.22,80.47,85.05,11.36,10000.00,10000.00,10000.00,9998.30,949.48,20156.26,44536.11,0.00,0.00,0.00,0.00,7.00,4.00
25.82,24.70,27.41,27.48,55.62,4.79,82.29,83.92,11.02,1800.19,2208.15,675.96,1743.96,300.98,51784.80,11364.11,21.00,7.00,42.00,7.00,126.00,9.00
26.86,24.45,30.23,29.00,0.00,2.82,77.62,186.12,22.14,1461.16,10000.00,883.62,1327.64,153.05,13551.19,35729.54,7.00,0.00,14.00,7.00,126.00,0.00
27.00,24.45,30.39,28.95,0.00,2.05,75.80,187.67,22.29,10000.00,10000.00,10000.00,9998.30,949.48,20156.26,44536.11,0.00,0.00,0.00,0.00,7.00,3.00
26.59,24.15,30.01,28.59,0.73,2.90,78.14,187.51,22.24,1800.19,2208.15,675.96,1743.96,300.98,51784.80,11364.11,21.00,7.00,42.00,7.00,126.00,5.00
26.16,23.61,29.30,27.72,0.00,2.62,77.30,173.70,20.14,1461.16,10000.00,883.62,1327.64,153.05,13551.19,35729.54,4.00,0.00,8.00,4.00,72.00,4.00
26.34,24.16,29.22,27.77,0.00,2.51,75.92,180.57,21.06,10000.00,10000.00,10000.00,9998.30,949.48,20156.26,44536.11,0.00,0.00,0.00,0.00,4.00,1.00
25.90,23.39,29.04,27.35,0.00,2.71,77.83,174.12,20.10,1800.19,2208.15,675.96,1743.96,300.98,51784.80,11364.11,12.00,4.00,24.00,4.00,72.00,2.00
27.01,24.56,30.28,29.27,0.00,2.04,78.28,190.79,22.63,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,5.00
27.09,24.58,30.22,29.16,0.00,1.50,76.38,187.58,22.14,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,7.00
26.73,24.20,30.11,28.83,0.00,2.10,78.76,192.46,22.77,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,16.00
27.60,25.16,30.87,30.24,0.00,2.15,75.79,184.69,21.86,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,4.00
27.60,25.14,30.67,30.05,0.00,1.27,74.73,182.04,21.73,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,7.00
27.30,24.83,30.66,29.75,0.00,2.20,76.46,186.56,22.00,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,16.00
27.71,25.17,30.78,30.40,0.57,2.99,74.58,184.45,21.93,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,8.00
27.49,25.19,30.27,29.83,0.00,2.12,73.43,186.27,22.17,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,5.00
27.36,24.80,30.48,29.80,0.31,3.01,75.14,185.99,22.05,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,18.00
26.79,24.92,29.50,28.91,0.13,4.97,75.52,157.56,19.55,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,5.00
26.41,24.69,28.82,28.08,0.00,3.82,74.01,159.89,19.71,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,1.00
26.47,24.62,29.17,28.41,0.00,4.94,76.22,158.71,19.63,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,14.00
27.04,25.17,29.77,29.39,0.11,2.80,77.48,146.49,17.93,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,2.00
26.69,24.91,29.18,28.67,0.00,2.41,77.36,148.11,17.74,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,2.00
26.71,24.85,29.47,28.85,0.52,2.83,78.09,147.64,18.05,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,6.00
26.52,24.04,29.90,27.96,0.00,4.34,72.02,217.91,25.70,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,4.00
26.24,23.68,29.48,27.41,0.00,3.04,70.43,220.05,25.91,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,1.00
26.21,23.71,29.67,27.55,0.00,4.32,72.58,218.43,25.71,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,6.00
27.00,24.37,30.29,28.84,0.00,3.40,73.73,193.53,23.60,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,7.00
26.59,24.12,29.56,27.99,0.00,2.52,72.35,193.65,23.63,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,7.00
26.65,23.97,29.98,28.33,0.00,3.40,74.23,195.66,23.73,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,7.00
27.35,25.07,30.49,29.55,0.11,4.10,74.79,198.26,23.36,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,4.00
26.92,24.92,29.73,28.63,0.00,3.49,73.52,195.13,23.12,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,4.00
26.98,24.69,30.16,28.98,0.53,4.12,75.34,200.11,23.52,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,9.00
27.49,25.69,31.04,30.24,0.00,3.24,76.72,200.54,22.40,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,3.00,1.00,3.00,1.00,20.00,12.00
27.12,25.49,30.66,29.49,0.00,3.07,76.18,197.48,22.32,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,2.00,3.00
27.17,25.35,30.70,29.68,0.00,3.25,77.33,202.56,22.60,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,4.00,1.00,9.00,3.00,26.00,8.00
27.18,24.91,30.09,29.66,1.10,2.77,77.38,154.66,19.89,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,18.00,6.00,18.00,6.00,120.00,0.00
26.61,24.64,29.10,28.43,0.00,2.66,76.42,151.94,19.32,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,12.00,0.00
26.91,24.58,29.90,29.21,1.28,2.78,77.98,158.34,20.21,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,24.00,6.00,54.00,18.00,156.00,0.00
29.23,26.40,33.01,33.09,0.00,2.91,71.82,240.02,27.93,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,6.00
28.76,26.02,32.32,31.92,0.00,1.67,71.41,235.51,27.65,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,6.00
28.84,25.98,32.70,32.32,0.00,2.87,72.38,242.50,28.16,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,7.00
29.17,26.03,33.08,32.60,0.30,2.48,70.65,253.09,29.59,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,4.00
28.69,25.72,32.06,31.55,0.27,1.45,70.43,248.11,29.22,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,3.00
28.79,25.54,32.83,31.87,0.17,2.48,70.94,255.29,29.78,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,8.00
29.42,26.20,33.57,32.85,2.01,2.17,69.25,254.35,29.33,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,8.00
28.83,25.86,32.55,31.63,2.69,1.39,69.28,246.94,29.08,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,4.00
29.07,25.73,33.35,32.15,1.51,2.15,69.47,256.89,29.53,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,2.00
28.31,25.89,31.49,31.70,0.00,4.85,73.53,235.67,28.86,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,12.00,4.00,12.00,4.00,80.00,8.00
27.84,25.47,30.83,30.47,0.00,3.38,72.07,236.88,29.14,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,8.00,2.00
27.96,25.50,31.20,31.06,0.00,4.78,74.03,236.94,28.98,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,16.00,4.00,36.00,12.00,104.00,2.00
29.66,26.86,33.75,33.98,0.00,3.47,71.40,259.80,32.35,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,9.00,3.00,9.00,3.00,60.00,0.00
29.39,26.74,32.92,32.90,0.00,1.97,69.31,257.51,32.52,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,6.00,0.00
29.31,26.47,33.53,33.25,0.00,3.44,71.90,261.68,32.42,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,12.00,3.00,27.00,9.00,78.00,0.00
30.01,26.78,34.00,34.03,0.00,3.68,68.39,272.89,32.20,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,3.00
29.73,26.54,33.42,33.08,0.00,2.26,66.69,268.81,31.83,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,3.00
29.68,26.37,33.78,33.35,0.00,3.63,68.84,274.53,32.34,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,3.00
31.05,27.69,35.24,36.67,0.17,1.92,67.61,268.66,32.57,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,0.00
30.66,27.53,34.52,35.54,0.26,1.54,67.06,271.04,32.89,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,3.00
30.67,27.26,34.98,35.88,0.35,1.91,68.32,270.03,32.66,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,3.00
30.84,27.59,34.93,35.89,0.00,3.71,67.61,276.64,33.27,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,2.00
30.54,27.35,34.22,34.77,0.00,2.45,65.94,273.02,32.68,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,1.00
30.47,27.15,34.62,35.13,0.00,3.64,68.23,278.08,33.38,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,4.00
30.75,27.67,34.90,36.34,1.06,1.94,69.71,265.88,32.07,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,18.00,6.00,18.00,6.00,120.00,5.00
30.25,27.29,33.85,35.07,1.31,1.14,69.45,266.62,32.13,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,12.00,1.00
30.39,27.24,34.65,35.57,1.27,1.93,70.32,267.77,32.25,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,24.00,6.00,54.00,18.00,156.00,0.00
31.26,27.52,35.27,37.45,0.00,2.19,69.25,267.47,30.38,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,3.00,1.00,3.00,1.00,20.00,0.00
30.68,27.05,34.95,36.14,0.00,1.31,70.14,265.26,30.53,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,2.00,0.00
30.81,27.11,34.94,36.57,0.00,2.17,70.26,269.32,30.63,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,4.00,1.00,9.00,3.00,26.00,0.00
31.46,28.24,35.48,37.23,0.00,3.77,66.36,278.79,33.56,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,3.00
31.09,27.87,34.75,35.93,0.00,2.30,65.09,276.99,33.42,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,4.00
31.02,27.79,35.00,36.33,0.01,3.69,67.10,280.11,33.63,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,2.00
31.48,28.24,35.38,37.14,0.00,2.83,65.64,259.28,30.99,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,1.00
30.78,27.80,34.49,35.55,0.35,1.75,66.05,255.10,30.42,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,2.00
31.08,27.78,35.02,36.29,0.00,2.79,66.16,261.61,31.20,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,0.00
30.10,27.51,34.07,36.42,10.90,1.16,75.90,236.13,29.34,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,4.00
29.29,26.68,33.00,34.94,10.76,0.76,78.79,232.60,28.97,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,4.00
29.77,27.16,33.83,35.63,7.56,1.16,76.21,238.82,29.56,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,0.00
29.58,27.29,32.87,36.02,9.20,1.17,79.42,214.88,28.00,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,4.00
29.01,26.65,32.07,34.86,9.73,1.40,81.34,213.40,27.33,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,1.00
29.32,26.99,32.71,35.33,8.89,1.15,79.74,216.56,28.13,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,0.00
29.68,27.18,33.12,35.53,5.22,0.35,76.74,243.63,29.51,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,6.00,2.00,6.00,2.00,40.00,6.00
28.94,26.30,32.20,34.32,5.60,0.14,79.83,243.68,29.50,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,4.00,0.00
29.37,26.87,32.88,34.81,2.43,0.37,77.17,245.44,29.71,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,8.00,2.00,18.00,6.00,52.00,1.00
29.52,27.11,32.59,36.00,5.56,2.02,79.46,220.13,26.63,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,15.00,5.00,15.00,5.00,100.00,0.00
28.86,26.45,31.63,34.53,5.08,1.22,80.97,222.99,26.88,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,10.00,0.00
29.21,26.79,32.38,35.24,5.60,1.99,79.93,221.98,26.82,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,20.00,5.00,45.00,15.00,130.00,0.00
29.00,26.68,31.83,34.73,8.32,1.69,80.33,216.37,25.98,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,2.00
28.38,26.00,31.10,33.34,7.75,1.58,81.91,220.23,26.66,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,2.00
28.73,26.40,31.65,34.08,5.92,1.66,80.83,217.32,26.03,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,4.00
30.13,27.57,33.31,36.58,5.74,2.38,75.69,244.71,29.31,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,4.00
29.57,27.00,32.28,35.64,5.35,1.70,78.00,243.39,29.53,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,1.00
29.76,27.18,33.04,35.73,4.68,2.34,76.31,246.37,29.42,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,1.00
29.28,27.28,32.26,35.06,10.26,1.64,78.76,188.30,23.73,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,8.00
28.85,26.59,31.94,34.39,8.67,0.89,81.03,187.96,23.57,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,2.00
28.96,26.92,32.04,34.29,9.84,1.64,79.36,189.73,23.82,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,2.00
28.59,26.46,31.45,33.42,7.80,1.73,79.70,184.50,23.74,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,12.00,4.00,12.00,4.00,80.00,2.00
28.18,25.73,31.38,32.60,9.23,1.23,81.44,184.19,23.67,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,8.00,1.00
28.29,26.17,31.27,32.76,6.91,1.72,80.34,186.01,23.80,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,16.00,4.00,36.00,12.00,104.00,2.00
28.83,26.65,32.40,33.97,11.13,0.57,79.80,220.68,27.49,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,9.00,3.00,9.00,3.00,60.00,0.00
28.33,25.92,31.73,32.99,13.78,0.41,81.89,215.43,25.83,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,6.00,0.00
28.56,26.34,32.24,33.31,8.18,0.57,80.15,223.28,27.80,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,12.00,3.00,27.00,9.00,78.00,0.00
27.38,25.82,29.49,31.01,19.53,3.12,84.14,154.66,19.75,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,9.00
26.86,25.29,29.02,30.02,20.30,2.94,86.88,148.99,18.79,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,6.00
27.13,25.56,29.33,30.45,14.45,3.07,84.51,157.97,20.08,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,3.00
28.99,26.60,32.23,34.54,5.37,0.51,79.71,240.64,29.42,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,17.00
28.41,26.01,31.43,33.42,7.44,0.53,81.62,245.05,30.07,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,6.00
28.74,26.26,32.11,33.93,5.74,0.50,80.19,241.85,29.48,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,4.00
29.16,26.83,32.78,34.10,12.82,1.15,76.18,237.99,29.60,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,12.00
